 ,Area,Min,Max,Slice
1240,304,255,255,1
1241,423,255,255,1
1242,347,255,255,1
1243,338,255,255,1
1244,275,255,255,1
1245,256,255,255,1
1246,328,255,255,1
1247,299,255,255,1
1248,318,255,255,1
1249,217,255,255,1
1250,335,255,255,1
1251,375,255,255,1
1252,118,255,255,1
1253,303,255,255,1
1254,194,255,255,1
1255,186,255,255,1
1256,372,255,255,1
1257,375,255,255,1
1258,296,255,255,1
1259,430,255,255,1
1260,306,255,255,1
1261,433,255,255,1
1262,260,255,255,1
1263,320,255,255,1
1264,321,255,255,1
1265,370,255,255,1
1266,155,255,255,1
1267,415,255,255,1
1268,329,255,255,1
1269,309,255,255,1
1270,430,255,255,1
1271,204,255,255,1
1272,303,255,255,1
1273,320,255,255,1
1274,287,255,255,1
1275,61,255,255,1
1276,347,255,255,1
1277,281,255,255,1
1278,248,255,255,1
1279,429,255,255,1
1280,365,255,255,1
1281,378,255,255,1
1282,317,255,255,1
1283,291,255,255,1
1284,119,255,255,1
1285,228,255,255,1
1286,276,255,255,1
1287,316,255,255,1
1288,319,255,255,1
1289,287,255,255,1
1290,266,255,255,1
1291,215,255,255,1
1292,318,255,255,1
1293,361,255,255,1
1294,417,255,255,1
1295,300,255,255,1
1296,306,255,255,1
1297,324,255,255,1
1298,308,255,255,1
1299,490,255,255,1
1300,321,255,255,1
1301,314,255,255,1
1302,231,255,255,1
1303,240,255,255,1
1304,319,255,255,1
1305,467,255,255,1
1306,296,255,255,1
1307,305,255,255,1
1308,361,255,255,1
1309,242,255,255,1
1310,324,255,255,1
1311,426,255,255,1
1312,295,255,255,1
1313,420,255,255,1
1314,464,255,255,1
1315,199,255,255,1
1316,269,255,255,1
1317,319,255,255,1
1318,372,255,255,1
1319,461,255,255,1
1320,407,255,255,1
1321,309,255,255,1
1322,199,255,255,1
1323,303,255,255,1
1324,320,255,255,1
1325,202,255,255,1
1326,338,255,255,1
1327,324,255,255,1
1328,460,255,255,1
1329,254,255,255,1
1330,309,255,255,1
1331,450,255,255,1
1332,39,255,255,1
1333,305,255,255,1
1334,44,255,255,1
1335,308,255,255,1
1336,318,255,255,1
1337,307,255,255,1
1338,321,255,255,1
1339,328,255,255,1
1340,439,255,255,1
1341,330,255,255,1
1342,324,255,255,1
1343,310,255,255,1
1344,378,255,255,1
1345,283,255,255,1
1346,354,255,255,1
1347,303,255,255,1
1348,408,255,255,1
1349,384,255,255,1
1350,278,255,255,1
1351,286,255,255,1
1352,454,255,255,1
1353,294,255,255,1
1354,186,255,255,1
1355,288,255,255,1
1356,274,255,255,1
1357,362,255,255,1
1358,301,255,255,1
1359,297,255,255,1
1360,327,255,255,1
1361,319,255,255,1
1362,323,255,255,1
1363,303,255,255,1
1364,352,255,255,1
1365,331,255,255,1
1366,236,255,255,1
1367,285,255,255,1
1368,280,255,255,1
1369,442,255,255,1
1370,459,255,255,1
1371,307,255,255,1
1372,313,255,255,1
1373,322,255,255,1
1374,282,255,255,1
1375,321,255,255,1
1376,329,255,255,1
1377,199,255,255,1
1378,482,255,255,1
1379,274,255,255,1
1380,276,255,255,1
1381,293,255,255,1
1382,435,255,255,1
1383,283,255,255,1
1384,343,255,255,1
1385,292,255,255,1
1386,308,255,255,1
1387,345,255,255,1
1388,351,255,255,1
1389,489,255,255,1
1390,316,255,255,1
1391,232,255,255,1
1392,493,255,255,1
1393,29,255,255,1
1394,318,255,255,1
1395,402,255,255,1
1396,151,255,255,1
1397,486,255,255,1
1398,275,255,255,1
1399,372,255,255,1
1400,375,255,255,1
1401,285,255,255,1
1402,354,255,255,1
1403,295,255,255,1
1404,249,255,255,1
1405,490,255,255,1
1406,316,255,255,1
1407,492,255,255,1
1408,439,255,255,1
1409,336,255,255,1
1410,298,255,255,1
1411,276,255,255,1
1412,301,255,255,1
1413,299,255,255,1
1414,377,255,255,1
1415,349,255,255,1
1416,483,255,255,1
1417,320,255,255,1
1418,293,255,255,1
1419,301,255,255,1
1420,300,255,255,1
1421,285,255,255,1
1422,354,255,255,1
1423,490,255,255,1
1424,325,255,255,1
1425,324,255,255,1
1426,344,255,255,1
1427,467,255,255,1
1428,489,255,255,1
1429,319,255,255,1
1430,308,255,255,1
1431,317,255,255,1
1432,294,255,255,1
1433,324,255,255,1
1434,430,255,255,1
1435,436,255,255,1
1436,315,255,255,1
1437,474,255,255,1
1438,391,255,255,1
1439,382,255,255,1
1440,311,255,255,1
1441,303,255,255,1
1442,497,255,255,1
1443,371,255,255,1
1444,337,255,255,1
1445,296,255,255,1
1446,311,255,255,1
1447,440,255,255,1
1448,305,255,255,1
1449,331,255,255,1
1450,282,255,255,1
1451,302,255,255,1
1452,408,255,255,1
1453,292,255,255,1
1454,205,255,255,1
1455,320,255,255,1
1456,207,255,255,1
1457,304,255,255,1
1458,278,255,255,1
1459,474,255,255,1
1460,428,255,255,1
1461,308,255,255,1
1462,464,255,255,1
1463,353,255,255,1
1464,309,255,255,1
1465,283,255,255,1
1466,312,255,255,1
1467,282,255,255,1
1468,465,255,255,1
1469,354,255,255,1
1470,285,255,255,1
1471,313,255,255,1
1472,302,255,255,1
1473,312,255,255,1
1474,440,255,255,1
1475,306,255,255,1
1476,343,255,255,1
1477,349,255,255,1
1478,305,255,255,1
1479,383,255,255,1
1480,385,255,255,1
1481,338,255,255,1
1482,195,255,255,1
1483,183,255,255,1
1484,290,255,255,1
1485,283,255,255,1
1486,269,255,255,1
1487,348,255,255,1
1488,323,255,255,1
1489,318,255,255,1
1490,484,255,255,1
1491,290,255,255,1
1492,303,255,255,1
1493,164,255,255,1
1494,309,255,255,1
1495,385,255,255,1
1496,287,255,255,1
1497,320,255,255,1
1498,299,255,255,1
1499,373,255,255,1
1500,249,255,255,1
1501,229,255,255,1
1502,296,255,255,1
1503,214,255,255,1
1504,294,255,255,1
1505,20,255,255,1
1506,441,255,255,1
1507,309,255,255,1
1508,352,255,255,1
1509,461,255,255,1
1510,318,255,255,1
1511,294,255,255,1
1512,305,255,255,1
1513,289,255,255,1
1514,320,255,255,1
1515,329,255,255,1
1516,357,255,255,1
1517,311,255,255,1
1518,342,255,255,1
1519,326,255,255,1
1520,189,255,255,1
1521,289,255,255,1
1522,210,255,255,1
1523,324,255,255,1
1524,236,255,255,1
1525,326,255,255,1
1526,415,255,255,1
1527,372,255,255,1
1528,321,255,255,1
1529,308,255,255,1
1530,338,255,255,1
1531,325,255,255,1
1532,305,255,255,1
1533,325,255,255,1
1534,441,255,255,1
1535,332,255,255,1
1536,67,255,255,1
1537,288,255,255,1
1538,338,255,255,1
1539,308,255,255,1
1540,314,255,255,1
1541,289,255,255,1
1542,449,255,255,1
1543,321,255,255,1
1544,382,255,255,1
1545,61,255,255,1
1546,379,255,255,1
1547,340,255,255,1
1548,312,255,255,1
1549,321,255,255,1
1550,182,255,255,1
1551,469,255,255,1
1552,327,255,255,1
1553,96,255,255,1
1554,330,255,255,1
1555,287,255,255,1
1556,292,255,255,1
1557,346,255,255,1
1558,489,255,255,1
1559,328,255,255,1
1560,348,255,255,1
1561,373,255,255,1
1562,326,255,255,1
1563,464,255,255,1
1564,330,255,255,1
1565,413,255,255,1
1566,295,255,255,1
1567,236,255,255,1
1568,325,255,255,1
1569,361,255,255,1
1570,293,255,255,1
1571,335,255,255,1
1572,333,255,255,1
1573,434,255,255,1
1574,428,255,255,1
1575,341,255,255,1
1576,323,255,255,1
1577,455,255,255,1
1578,303,255,255,1
1579,291,255,255,1
1580,304,255,255,1
1581,365,255,255,1
1582,283,255,255,1
1583,314,255,255,1
1584,318,255,255,1
1585,332,255,255,1
1586,328,255,255,1
1587,268,255,255,1
1588,484,255,255,1
1589,456,255,255,1
1590,451,255,255,1
1591,316,255,255,1
1592,375,255,255,1
1593,287,255,255,1
1594,307,255,255,1
1595,324,255,255,1
1596,455,255,255,1
1597,366,255,255,1
1598,243,255,255,1
1599,330,255,255,1
1600,443,255,255,1
1601,256,255,255,1
1602,310,255,255,1
1603,289,255,255,1
1604,411,255,255,1
1605,183,255,255,1
1606,466,255,255,1
1607,333,255,255,1
1608,302,255,255,1
1609,389,255,255,1
1610,356,255,255,1
1611,454,255,255,1
1612,332,255,255,1
1613,164,255,255,1
1614,441,255,255,1
1615,332,255,255,1
1616,358,255,255,1
1617,273,255,255,1
1618,321,255,255,1
1619,366,255,255,1
1620,406,255,255,1
1621,411,255,255,1
1622,470,255,255,1
1623,271,255,255,1
1624,303,255,255,1
1625,327,255,255,1
1626,297,255,255,1
1627,347,255,255,1
1628,304,255,255,1
1629,310,255,255,1
1630,311,255,255,1
1631,495,255,255,1
1632,336,255,255,1
1633,289,255,255,1
1634,327,255,255,1
1635,304,255,255,1
1636,474,255,255,1
1637,280,255,255,1
1638,388,255,255,1
1639,398,255,255,1
1640,364,255,255,1
1641,339,255,255,1
1642,267,255,255,1
1643,209,255,255,1
1644,209,255,255,1
1645,486,255,255,1
1646,311,255,255,1
1647,452,255,255,1
1648,220,255,255,1
1649,494,255,255,1
1650,145,255,255,1
1651,456,255,255,1
1652,470,255,255,1
1653,96,255,255,1
1654,408,255,255,1
1655,306,255,255,1
1656,414,255,255,1
1657,472,255,255,1
1658,332,255,255,1
1659,209,255,255,1
1660,122,255,255,1
1661,249,255,255,1
1662,366,255,255,1
1663,180,255,255,1
1664,323,255,255,1
1665,467,255,255,1
1666,434,255,255,1
1667,381,255,255,1
1668,334,255,255,1
1669,220,255,255,1
1670,356,255,255,1
1671,290,255,255,1
1672,472,255,255,1
1673,328,255,255,1
1674,366,255,255,1
1675,305,255,255,1
1676,493,255,255,1
1677,336,255,255,1
1678,261,255,255,1
1679,399,255,255,1
1680,205,255,255,1
1681,312,255,255,1
1682,358,255,255,1
1683,271,255,255,1
1684,494,255,255,1
1685,332,255,255,1
1686,367,255,255,1
1687,232,255,255,1
1688,461,255,255,1
1689,322,255,255,1
1690,341,255,255,1
1691,425,255,255,1
1692,435,255,255,1
1693,416,255,255,1
1694,405,255,255,1
1695,305,255,255,1
1696,330,255,255,1
1697,313,255,255,1
1698,480,255,255,1
1699,363,255,255,1
1700,309,255,255,1
1701,314,255,255,1
1702,271,255,255,1
1703,356,255,255,1
1704,93,255,255,1
1705,338,255,255,1
1706,356,255,255,1
1707,226,255,255,1
1708,287,255,255,1
1709,446,255,255,1
1710,425,255,255,1
1711,318,255,255,1
1712,306,255,255,1
1713,316,255,255,1
1714,318,255,255,1
1715,315,255,255,1
1716,292,255,255,1
1717,458,255,255,1
1718,380,255,255,1
1719,347,255,255,1
1720,349,255,255,1
1721,460,255,255,1
1722,257,255,255,1
1723,190,255,255,1
1724,290,255,255,1
1725,361,255,255,1
1726,475,255,255,1
1727,400,255,255,1
1728,372,255,255,1
1729,188,255,255,1
1730,282,255,255,1
1731,450,255,255,1
1732,296,255,255,1
1733,311,255,255,1
1734,317,255,255,1
1735,287,255,255,1
1736,370,255,255,1
1737,196,255,255,1
1738,488,255,255,1
1739,469,255,255,1
1740,287,255,255,1
1741,198,255,255,1
1742,435,255,255,1
1743,306,255,255,1
1744,295,255,255,1
1745,282,255,255,1
1746,288,255,255,1
1747,307,255,255,1
1748,296,255,255,1
1749,378,255,255,1
1750,186,255,255,1
1751,463,255,255,1
1752,246,255,255,1
1753,361,255,255,1
1754,436,255,255,1
1755,320,255,255,1
1756,420,255,255,1
1757,321,255,255,1
1758,373,255,255,1
1759,262,255,255,1
1760,273,255,255,1
1761,426,255,255,1
1762,289,255,255,1
1763,184,255,255,1
1764,173,255,255,1
1765,258,255,255,1
1766,273,255,255,1
1767,315,255,255,1
1768,272,255,255,1
1769,285,255,255,1
1770,466,255,255,1
1771,332,255,255,1
1772,370,255,255,1
1773,271,255,255,1
1774,318,255,255,1
1775,444,255,255,1
1776,470,255,255,1
1777,282,255,255,1
1778,409,255,255,1
1779,496,255,255,1
1780,310,255,255,1
1781,274,255,255,1
1782,267,255,255,1
1783,353,255,255,1
1784,339,255,255,1
1785,388,255,255,1
1786,236,255,255,1
1787,344,255,255,1
1788,496,255,255,1
1789,346,255,255,1
1790,291,255,255,1
1791,341,255,255,1
1792,262,255,255,1
1793,272,255,255,1
1794,307,255,255,1
1795,353,255,255,1
1796,262,255,255,1
1797,160,255,255,1
1798,179,255,255,1
1799,305,255,255,1
1800,251,255,255,1
1801,315,255,255,1
1802,308,255,255,1
1803,359,255,255,1
1804,356,255,255,1
1805,241,255,255,1
1806,431,255,255,1
1807,301,255,255,1
1808,247,255,255,1
1809,375,255,255,1
1810,292,255,255,1
1811,379,255,255,1
1812,259,255,255,1
1813,232,255,255,1
1814,350,255,255,1
1815,272,255,255,1
1816,366,255,255,1
1817,342,255,255,1
1818,261,255,255,1
1819,316,255,255,1
1820,405,255,255,1
1821,474,255,255,1
1822,359,255,255,1
1823,222,255,255,1
1824,429,255,255,1
1825,436,255,255,1
1826,180,255,255,1
1827,310,255,255,1
1828,300,255,255,1
1829,217,255,255,1
1830,497,255,255,1
1831,260,255,255,1
1832,211,255,255,1
1833,431,255,255,1
1834,465,255,255,1
1835,275,255,255,1
1836,356,255,255,1
1837,254,255,255,1
1838,272,255,255,1
1839,457,255,255,1
1840,229,255,255,1
1841,250,255,255,1
1842,183,255,255,1
1843,282,255,255,1
1844,174,255,255,1
1845,186,255,255,1
1846,354,255,255,1
1847,185,255,255,1
1848,178,255,255,1
1849,300,255,255,1
1850,315,255,255,1
1851,280,255,255,1
1852,199,255,255,1
1853,377,255,255,1
1854,194,255,255,1
1855,464,255,255,1
1856,484,255,255,1
1857,202,255,255,1
1858,439,255,255,1
1859,434,255,255,1
1860,286,255,255,1
1861,419,255,255,1
1862,256,255,255,1
1863,399,255,255,1
1864,311,255,255,1
1865,315,255,255,1
1866,402,255,255,1
1867,280,255,255,1
1868,284,255,255,1
1869,283,255,255,1
1870,247,255,255,1
1871,243,255,255,1
1872,364,255,255,1
1873,236,255,255,1
1874,220,255,255,1
1875,410,255,255,1
1876,484,255,255,1
1877,442,255,255,1
1878,302,255,255,1
1879,497,255,255,1
1880,299,255,255,1
1881,377,255,255,1
1882,399,255,255,1
1883,268,255,255,1
1884,266,255,255,1
1885,287,255,255,1
1886,309,255,255,1
1887,408,255,255,1
1888,255,255,255,1
1889,410,255,255,1
1890,291,255,255,1
1891,265,255,255,1
1892,262,255,255,1
1893,280,255,255,1
1894,275,255,255,1
1895,355,255,255,1
1896,352,255,255,1
1897,294,255,255,1
1898,266,255,255,1
1899,420,255,255,1
1900,277,255,255,1
1901,429,255,255,1
1902,293,255,255,1
1903,212,255,255,1
1904,379,255,255,1
1905,326,255,255,1
1906,299,255,255,1
1907,217,255,255,1
1908,472,255,255,1
1909,300,255,255,1
1910,241,255,255,1
1911,315,255,255,1
1912,491,255,255,1
1913,279,255,255,1
1914,301,255,255,1
1915,278,255,255,1
1916,498,255,255,1
1917,482,255,255,1
1918,316,255,255,1
1919,496,255,255,1
1920,280,255,255,1
1921,296,255,255,1
1922,198,255,255,1
1923,285,255,255,1
1924,487,255,255,1
1925,359,255,255,1
1926,299,255,255,1
1927,245,255,255,1
1928,316,255,255,1
1929,288,255,255,1
1930,308,255,255,1
1931,303,255,255,1
1932,343,255,255,1
1933,471,255,255,1
1934,260,255,255,1
1935,361,255,255,1
1936,306,255,255,1
1937,351,255,255,1
1938,242,255,255,1
1939,426,255,255,1
1940,355,255,255,1
1941,312,255,255,1
1942,258,255,255,1
1943,268,255,255,1
1944,284,255,255,1
1945,338,255,255,1
1946,299,255,255,1
1947,306,255,255,1
1948,314,255,255,1
1949,351,255,255,1
1950,412,255,255,1
1951,297,255,255,1
1952,303,255,255,1
1953,381,255,255,1
1954,418,255,255,1
1955,309,255,255,1
1956,431,255,255,1
1957,311,255,255,1
1958,21,255,255,1
1959,198,255,255,1
1960,319,255,255,1
1961,31,255,255,1
1962,462,255,255,1
1963,289,255,255,1
1964,292,255,255,1
1965,288,255,255,1
1966,252,255,255,1
1967,341,255,255,1
1968,303,255,255,1
1969,323,255,255,1
1970,264,255,255,1
1971,386,255,255,1
1972,348,255,255,1
1973,357,255,255,1
1974,494,255,255,1
1975,320,255,255,1
1976,298,255,255,1
1977,362,255,255,1
1978,330,255,255,1
1979,264,255,255,1
1980,366,255,255,1
1981,294,255,255,1
1982,273,255,255,1
1983,237,255,255,1
1984,267,255,255,1
1985,349,255,255,1
1986,423,255,255,1
1987,318,255,255,1
1988,304,255,255,1
1989,297,255,255,1
1990,306,255,255,1
1991,405,255,255,1
1992,330,255,255,1
1993,371,255,255,1
1994,243,255,255,1
1995,343,255,255,1
1996,323,255,255,1
1997,354,255,255,1
1998,313,255,255,1
1999,399,255,255,1
2000,428,255,255,1
2001,325,255,255,1
2002,333,255,255,1
2003,405,255,255,1
2004,125,255,255,1
2005,331,255,255,1
2006,316,255,255,1
2007,313,255,255,1
2008,112,255,255,1
2009,488,255,255,1
2010,288,255,255,1
2011,391,255,255,1
2012,312,255,255,1
2013,323,255,255,1
2014,456,255,255,1
2015,357,255,255,1
2016,353,255,255,1
2017,425,255,255,1
2018,419,255,255,1
2019,334,255,255,1
2020,301,255,255,1
2021,309,255,255,1
2022,163,255,255,1
2023,307,255,255,1
2024,356,255,255,1
2025,365,255,255,1
2026,327,255,255,1
2027,291,255,255,1
2028,493,255,255,1
2029,337,255,255,1
2030,441,255,255,1
2031,344,255,255,1
2032,333,255,255,1
2033,295,255,255,1
2034,301,255,255,1
2035,299,255,255,1
2036,282,255,255,1
2037,296,255,255,1
2038,308,255,255,1
2039,256,255,255,1
2040,476,255,255,1
2041,380,255,255,1
2042,306,255,255,1
2043,334,255,255,1
2044,121,255,255,1
2045,352,255,255,1
2046,316,255,255,1
2047,309,255,255,1
2048,168,255,255,1
2049,320,255,255,1
2050,293,255,255,1
2051,481,255,255,1
2052,440,255,255,1
2053,308,255,255,1
2054,368,255,255,1
2055,288,255,255,1
2056,386,255,255,1
2057,330,255,255,1
2058,414,255,255,1
2059,313,255,255,1
2060,326,255,255,1
2061,378,255,255,1
2062,293,255,255,1
2063,281,255,255,1
2064,268,255,255,1
2065,308,255,255,1
2066,470,255,255,1
2067,368,255,255,1
2068,269,255,255,1
2069,221,255,255,1
2070,300,255,255,1
2071,310,255,255,1
2072,435,255,255,1
2073,309,255,255,1
2074,394,255,255,1
2075,263,255,255,1
2076,367,255,255,1
2077,319,255,255,1
2078,304,255,255,1
2079,376,255,255,1
2080,449,255,255,1
2081,313,255,255,1
2082,227,255,255,1
2083,480,255,255,1
2084,319,255,255,1
2085,308,255,255,1
2086,313,255,255,1
2087,351,255,255,1
2088,314,255,255,1
2089,366,255,255,1
2090,319,255,255,1
2091,425,255,255,1
2092,313,255,255,1
2093,334,255,255,1
2094,316,255,255,1
2095,320,255,255,1
2096,294,255,255,1
2097,325,255,255,1
2098,329,255,255,1
2099,374,255,255,1
2100,286,255,255,1
2101,338,255,255,1
2102,328,255,255,1
2103,280,255,255,1
2104,291,255,255,1
2105,313,255,255,1
2106,308,255,255,1
2107,334,255,255,1
2108,317,255,255,1
2109,306,255,255,1
2110,247,255,255,1
2111,388,255,255,1
2112,354,255,255,1
2113,322,255,255,1
2114,454,255,255,1
2115,394,255,255,1
2116,322,255,255,1
2117,328,255,255,1
2118,276,255,255,1
2119,301,255,255,1
2120,366,255,255,1
2121,296,255,255,1
2122,382,255,255,1
2123,297,255,255,1
2124,324,255,255,1
2125,254,255,255,1
2126,195,255,255,1
2127,310,255,255,1
2128,347,255,255,1
2129,338,255,255,1
2130,313,255,255,1
2131,291,255,255,1
2132,187,255,255,1
2133,346,255,255,1
2134,342,255,255,1
2135,366,255,255,1
2136,315,255,255,1
2137,256,255,255,1
2138,316,255,255,1
2139,357,255,255,1
2140,446,255,255,1
2141,355,255,255,1
2142,445,255,255,1
2143,353,255,255,1
2144,287,255,255,1
2145,306,255,255,1
2146,214,255,255,1
2147,371,255,255,1
2148,417,255,255,1
2149,344,255,255,1
2150,395,255,255,1
2151,206,255,255,1
2152,401,255,255,1
2153,425,255,255,1
2154,452,255,255,1
2155,175,255,255,1
2156,387,255,255,1
2157,411,255,255,1
2158,494,255,255,1
2159,295,255,255,1
2160,368,255,255,1
2161,406,255,255,1
2162,336,255,255,1
2163,333,255,255,1
2164,422,255,255,1
2165,389,255,255,1
2166,348,255,255,1
2167,447,255,255,1
2168,335,255,255,1
2169,170,255,255,1
2170,313,255,255,1
2171,469,255,255,1
2172,483,255,255,1
2173,494,255,255,1
2174,183,255,255,1
2175,399,255,255,1
2176,181,255,255,1
2177,347,255,255,1
2178,490,255,255,1
2179,339,255,255,1
2180,355,255,255,1
2181,355,255,255,1
2182,314,255,255,1
2183,485,255,255,1
2184,438,255,255,1
2185,362,255,255,1
2186,315,255,255,1
2187,353,255,255,1
2188,326,255,255,1
2189,359,255,255,1
2190,393,255,255,1
2191,432,255,255,1
2192,450,255,255,1
2193,499,255,255,1
2194,394,255,255,1
2195,374,255,255,1
2196,348,255,255,1
2197,499,255,255,1
2198,325,255,255,1
2199,369,255,255,1
2200,202,255,255,1
2201,213,255,255,1
2202,365,255,255,1
2203,338,255,255,1
2204,484,255,255,1
2205,415,255,255,1
2206,386,255,255,1
2207,340,255,255,1
2208,251,255,255,1
2209,319,255,255,1
2210,349,255,255,1
2211,419,255,255,1
2212,347,255,255,1
2213,410,255,255,1
2214,372,255,255,1
2215,393,255,255,1
2216,312,255,255,1
2217,321,255,255,1
2218,424,255,255,1
2219,349,255,255,1
2220,251,255,255,1
2221,198,255,255,1
2222,353,255,255,1
2223,352,255,255,1
2224,325,255,255,1
2225,377,255,255,1
2226,347,255,255,1
2227,267,255,255,1
2228,353,255,255,1
2229,320,255,255,1
2230,433,255,255,1
2231,395,255,255,1
2232,414,255,255,1
2233,390,255,255,1
2234,414,255,255,1
2235,279,255,255,1
2236,298,255,255,1
2237,224,255,255,1
2238,391,255,255,1
2239,302,255,255,1
2240,379,255,255,1
2241,277,255,255,1
2242,396,255,255,1
2243,268,255,255,1
2244,460,255,255,1
2245,347,255,255,1
2246,323,255,255,1
2247,355,255,255,1
2248,349,255,255,1
2249,404,255,255,1
2250,298,255,255,1
2251,405,255,255,1
2252,399,255,255,1
2253,395,255,255,1
2254,485,255,255,1
2255,406,255,255,1
2256,334,255,255,1
2257,395,255,255,1
2258,394,255,255,1
2259,319,255,255,1
2260,403,255,255,1
2261,358,255,255,1
2262,376,255,255,1
2263,384,255,255,1
2264,390,255,255,1
2265,414,255,255,1
2266,371,255,255,1
2267,438,255,255,1
2268,482,255,255,1
2269,365,255,255,1
2270,490,255,255,1
2271,345,255,255,1
2272,474,255,255,1
2273,416,255,255,1
2274,331,255,255,1
2275,345,255,255,1
2276,357,255,255,1
2277,374,255,255,1
2278,361,255,255,1
2279,359,255,255,1
2280,398,255,255,1
2281,238,255,255,1
2282,332,255,255,1
2283,361,255,255,1
2284,484,255,255,1
2285,342,255,255,1
2286,351,255,255,1
2287,406,255,255,1
2288,354,255,255,1
2289,370,255,255,1
2290,461,255,255,1
2291,492,255,255,1
2292,311,255,255,1
2293,479,255,255,1
2294,329,255,255,1
2295,355,255,255,1
2296,346,255,255,1
2297,499,255,255,1
2298,342,255,255,1
2299,55,255,255,1
2300,21,255,255,1
2301,358,255,255,1
2302,428,255,255,1
2303,351,255,255,1
2304,388,255,255,1
2305,341,255,255,1
2306,328,255,255,1
2307,338,255,255,1
2308,373,255,255,1
2309,381,255,255,1
2310,468,255,255,1
2311,319,255,255,1
2312,341,255,255,1
2313,442,255,255,1
2314,399,255,255,1
2315,361,255,255,1
2316,453,255,255,1
2317,369,255,255,1
2318,364,255,255,1
2319,411,255,255,1
2320,405,255,255,1
2321,447,255,255,1
2322,480,255,255,1
2323,360,255,255,1
2324,459,255,255,1
2325,390,255,255,1
2326,368,255,255,1
2327,362,255,255,1
2328,426,255,255,1
2329,401,255,255,1
2330,404,255,255,1
2331,347,255,255,1
2332,403,255,255,1
2333,427,255,255,1
2334,382,255,255,1
2335,341,255,255,1
2336,488,255,255,1
2337,352,255,255,1
2338,423,255,255,1
2339,330,255,255,1
2340,379,255,255,1
2341,421,255,255,1
2342,396,255,255,1
2343,370,255,255,1
2344,500,255,255,1
2345,188,255,255,1
2346,381,255,255,1
2347,429,255,255,1
2348,364,255,255,1
2349,384,255,255,1
2350,394,255,255,1
2351,462,255,255,1
2352,340,255,255,1
2353,358,255,255,1
2354,343,255,255,1
2355,400,255,255,1
2356,314,255,255,1
2357,317,255,255,1
2358,373,255,255,1
2359,241,255,255,1
2360,311,255,255,1
2361,382,255,255,1
2362,406,255,255,1
2363,477,255,255,1
2364,387,255,255,1
2365,374,255,255,1
2366,379,255,255,1
2367,296,255,255,1
2368,436,255,255,1
2369,408,255,255,1
2370,365,255,255,1
2371,446,255,255,1
2372,282,255,255,1
2373,398,255,255,1
2374,368,255,255,1
2375,326,255,255,1
2376,377,255,255,1
2377,450,255,255,1
2378,267,255,255,1
2379,462,255,255,1
2380,248,255,255,1
2381,321,255,255,1
2382,425,255,255,1
2383,396,255,255,1
2384,394,255,255,1
2385,439,255,255,1
2386,275,255,255,1
2387,357,255,255,1
2388,398,255,255,1
2389,431,255,255,1
2390,419,255,255,1
2391,377,255,255,1
2392,361,255,255,1
2393,260,255,255,1
2394,394,255,255,1
2395,415,255,255,1
2396,280,255,255,1
2397,245,255,255,1
2398,406,255,255,1
2399,237,255,255,1
2400,367,255,255,1
2401,385,255,255,1
2402,382,255,255,1
2403,379,255,255,1
2404,413,255,255,1
2405,362,255,255,1
2406,330,255,255,1
2407,292,255,255,1
2408,472,255,255,1
2409,380,255,255,1
2410,375,255,255,1
2411,374,255,255,1
2412,376,255,255,1
2413,410,255,255,1
2414,471,255,255,1
2415,252,255,255,1
2416,270,255,255,1
2417,378,255,255,1
2418,420,255,255,1
2419,483,255,255,1
2420,356,255,255,1
2421,421,255,255,1
2422,303,255,255,1
2423,338,255,255,1
2424,291,255,255,1
2425,255,255,255,1
